rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count,average_rating
m/1212910-warrior,Warrior,"An estranged family finds redemption in the unlikeliest of places: the MMA ring. Tommy (Tom Hardy), an ex-Marine with a tragic past, returns home and enlists his father (Nick Nolte), a recovering alcoholic and former wrestling coach, to train him for ""Sparta,"" the biggest MMA tournament ever held. But when Tommy's underdog brother, Brendan (Joel Edgerton), fights his way into the tournament, the two brothers must finally confront each other and the forces that pulled them apart.","Warrior relies on many of the clichés that critics of the genre love to mock -- and it transcends them with gripping action, powerful acting, and heart.",PG-13,"Action & Adventure, Drama",Gavin O'Connor,"Gavin O'Connor, Anthony Tambakis, Cliff Dorfman","Joel Edgerton, Tom Hardy, Nick Nolte, Jennifer Morrison, Frank Grillo, Kevin Dunn, Maximiliano Hernandez, Bryan Callen, Sam Sheridan, Fernando Chien, Jake McLaughlin, Vanessa Martinez, Denzel Whitaker, Carlos Miranda, Nick Lehane, Laura Kenley, Capri Thomas, Lexi Cowan, Noah Emmerich, Dan ""Punkass"" Caldwell, Tim ""Skyskrape"" Katz, Julia Stockstad, Joshua Rosenthal, Kurt Angle, Erik ""Bad"" Apple, Nate Marquardt, Roan Carneiro, Daniel Stevens, Panuvat Anthony Nanakornpanom, Hans Marrero, Yves Edwards, Amir Perets, Anthony Johnson, Jimmy Cvetic, Jace Jeanes, Jake Digman, Richard Fike, Andre Mason, James Houk, Aaron Kleiber, Raymond Rowe, Lambert R. Strayer, Roman Vasylyshyn, Anthony Tambakis, Jonathan Matthew Anik, Rashad Evans, Stephan Bonnar, Michelle Brown Mooney, Tim Bickel, Jack Fischer, Jeff Hochendoner, Armon York, Adam Christian Stanley, James Dreussi, Kevin P. Hanley, Tammy Townsend, Etta Cox, Sandy Notaro, Francesca Ortenzio, Jaime Sinue Aguirre, Tracy Campbell, Thomas McCue",2011-09-09,2013-09-10,139.0,Lionsgate,Certified-Fresh,83.0,191.0,Upright,92.0,59397.0,46,159,32,87.5
m/1213205-prophet,A Prophet (Un prophete),"This acclaimed crime drama follows Malik El Djebena (Tahar Rahim), a delinquent young Muslim man, who is struggling to get by in a French prison. When he is taken under the wing of powerful Corsican mob boss Cesar Luciani (Niels Arestrup), he begins performing regular assignments for him, proving himself invaluable to the imposing criminal. As Malik rises in the mob ranks, he gains more power, but also more enemies, a situation that eventually brings conflict with his mentor.","Featuring an impressive star turn by newcomer Tahar Rahim, A Prophet is a French gangster film filled with arresting, immediate details.",R,"Art House & International, Drama",Jacques Audiard,"Jacques Audiard, Thomas Bidegain, Nicolas Peufaillit, Abdel Raouf Dafri","Tahar Rahim, Niels Arestrup, Adel Bencherif, Reda Kateb, Hichem Yacoubi, Jean-Philippe Ricci, Gilles Cohen, Antoine Basler, Leïla Bekhti, Pierre Leccia, Foued Nassah, Jean-Emmanuel Pagni, Frédéric Graziani, Slimane Dazi",2010-02-26,2012-04-16,154.0,Sony Pictures Classics,Certified-Fresh,97.0,160.0,Upright,89.0,24975.0,48,155,5,93.0
m/1213991-way_we_get_by,The Way We Get By,"This documentary chronicles a group of tireless senior citizens who devote their time to comforting U.S. troops returning from Iraq and Afghanistan. At an airport in Bangor, Maine, the retirees turn out every time an airplane carrying an American soldier arrives, providing the young men and women with meals, cell phones to call home and rounds of applause. The film also explores the home lives of the seniors, who are confronted with familial and health-related concerns of their own.","The Way We Get By is a thoughtful, poignant look at some unsung American heroes.",NR,"Documentary, Special Interest",Aron Gaudet,Aron Gaudet,"Bill Knight, Joan Gaudet, Jerry Mundy, Gita Pullapilly",2009-07-17,2016-11-18,84.0,IFC Films,Fresh,92.0,25.0,Upright,87.0,1141.0,9,23,2,89.5
m/1215016-anita_oday_the_life_of_a_jazz_singer,Anita O'Day: The Life of a Jazz Singer,"This documentary explores the life of jazz singer Anita O'Day. As a child, Anita had a tonsillectomy, during which her uvula was accidentally removed. The surgery prevents her from singing vibrato and holding long notes, but lends to her much-revered percussive style. Anita overcomes her vocal hurdle, as well as many others -- including poverty, heroin addiction and jail time for a drug arrest -- to become one of the most prolific and respected jazz vocalists of the 20th century.","This rich documentary chronicles the highs and lows of one of the medium's finest singers, utilizing remarkable archive footage and insightful interviews with O'Day herself.",NR,"Documentary, Musical & Performing Arts, Special Interest","Ian McCrudden, Robbie Cavolina",,"Anita O'Day, Amy Albany, Buddy Bregman, Joe Franklin, Charles Britton, Jim Gavin, Bill Holman, David Boska, Ken Druker, Karen Kramer, Eddie Locke, Will Friedwald, Johnny Mandel, John Cameron Mitchell, Russel Garcia, Mark Morris, Annie Ross, Freeman Gunther, Willis Holman, Maynard Sloate, Bert Stern, Billy Taylor, Margaret Whiting, Joe Wilder, John Pietranowicz, Denny Roche, Mary ""Bunny"" Sellers, Dr. Billy Taylor, George Win, Joe Wielding, Gerald Wilson",2007-04-30,2016-03-05,93.0,Palm Pictures,Fresh,100.0,30.0,Upright,76.0,514.0,14,30,0,88.0
m/1216924-ink,Ink,A man (Chris Kelly) must save his daughter (Quinn Hunchar) from a world where the forces of light and darkness wage war.,,NR,"Action & Adventure, Science Fiction & Fantasy",Jamin Winans,Jamin Winans,"Christopher Soren Kelly, Quinn Hunchar, Jennifer Batter, Jeremy Make, Jessica Duffy, Eme Ikwuakor, Shelby Malone",2009-01-23,2016-03-01,102.0,eOne Entertainment Distribution,Fresh,100.0,6.0,Upright,81.0,6141.0,2,6,0,90.5
m/1217083-passing_strange,Passing Strange,"Spike Lee's adaptation of the Broadway show ""Passing Strange"" presents the portrait of a musician as a young man. In 1970s Los Angeles, a talented but rebellious middle-class African-American discovers punk rock. Through the intervention of a sincere choir director, the young man travels to Europe, where his talents blossom, but at the expense of those who care for him. The film is based on the life of musician Stew, who appears as narrator and commentator on his younger, rasher self.",Spike Lee's document of the Tony Award-winning musical Passing Strange is every bit as compelling onscreen as it was on stage.,PG-13,"Documentary, Musical & Performing Arts, Television",Spike Lee,Stew,"Stew, Stew, Daniel Breaker, De'Adre Aziza, Eisa Davis, Colman Domingo, Chad Goodridge, Rebecca Naomi Jones, Rebecca Jones",2009-01-16,2016-11-09,136.0,PBS,Fresh,100.0,25.0,Upright,89.0,708.0,10,25,0,94.5
m/1219638-ice_people,Ice People,Antarctic researchers make a significant discovery about climate change.,,NR,"Documentary, Special Interest",Anne Aghion,Anne Aghion,"Adam R. Lewis, Allan A. Ashworth, Adam Lewis, Andrew Podoll, Kelly Gorz",2008-04-26,2009-11-10,77.0,Milestone Films,Fresh,89.0,9.0,Upright,100.0,37.0,5,8,1,94.5
m/127_hours,127 Hours,"While exploring a remote canyon in Utah, mountaineer and adventurer Aron Ralston (James Franco) becomes trapped when a boulder falls on his arm. Over the next five days, Ralston examines his life and considers his options, leading him to an agonizing choice: to amputate his arm so that he can extricate himself and try to make his way back to civilization or remain pinned to the canyon wall and likely die. Based on Ralston's book, ""Between a Rock and a Hard Place.""","As gut-wrenching as it is inspirational, 127 Hours unites one of Danny Boyle's most beautifully exuberant directorial efforts with a terrific performance from James Franco.",R,Drama,Danny Boyle,"Danny Boyle, Simon Beaufoy","James Franco, Amber Tamblyn, Kate Mara, Kate Burton, Lizzy Caplan, Clémence Poésy, Treat Williams, Peter Joshua, Pieter Jan Brugge, Sean Bolt, Koleman Stinger, John Lawrence, Bailee Michelle Johnson, Rebecca C. Olson, Parker Hadley, Fenton Quinn Jr., Jeffrey Wood, Norman Lehnert, Darin Southam",2010-11-05,2015-11-25,93.0,Fox Searchlight,Certified-Fresh,93.0,235.0,Upright,85.0,95883.0,47,219,16,89.0
m/12_monkeys,Twelve Monkeys (12 Monkeys),"Traveling back in time isn't simple, as James Cole (Bruce Willis) learns the hard way. Imprisoned in the 2030s, James is recruited for a mission that will send him back to the 1990s. Once there, he's supposed to gather information about a nascent plague that's about to exterminate the vast majority of the world's population. But, aside from the manic Jeffrey (Brad Pitt), he gets little in the way of cooperation, not least from medical gatekeepers like Dr. Kathryn Railly (Madeleine Stowe).","The plot's a bit of a jumble, but excellent performances and mind-blowing plot twists make 12 Monkeys a kooky, effective experience.",R,"Drama, Science Fiction & Fantasy",Terry Gilliam,"David Webb Peoples, Janet Peoples","Bruce Willis, Madeleine Stowe, Brad Pitt, Christopher Plummer, Jon Seda, Joseph Melito, David Morse, Frank Gorshin, Irma St. Paule, Joey Perillo, Michael Chance, Vernon Campbell, Paul Meshejian, Christopher Meloni, Rozwill Young, Robert O'Neill, Fred Strother, Joseph McKenna, Rick Warner, Anthony ""Chip"" Brienza, Chuck Jeffreys, Kevin Thigpen, LisaGay Hamilton, Michael Ryan Segal, Charles Techman, Jann Ellis, Lee Golden, H. Michael Walls, Joe McKenna, Bob Adrian, Simon Jones, Jeff Tanner, Annie Golden, Carol Florence, William Raymond, Stephen Bridgewater, Ernest Abuba, Jack Dougherty, Bruce Kirkpatrick, Carolyn Walker, Wilfred E. Williams, Nell Johnson, Matt Ross, Joilet F. Harris, Drucie McDaniel, Jamie N. Frey, John Blaisse, Louis Lippa, Stan Kang, Pat Dias, Aaron Michael Lacey, Johnnie Hobbs Jr., Janet L. Zappala, Thomas Roy, Paul Buckmaster",1995-12-27,2015-05-08,131.0,Universal Pictures,Certified-Fresh,89.0,70.0,Upright,88.0,391098.0,22,62,8,88.5
m/12_years_a_slave,12 Years a Slave,"In the years before the Civil War, Solomon Northup (Chiwetel Ejiofor), a free black man from upstate New York, is kidnapped and sold into slavery in the South. Subjected to the cruelty of one malevolent owner (Michael Fassbender), he also finds unexpected kindness from another, as he struggles continually to survive and maintain some of his dignity. Then in the 12th year of the disheartening ordeal, a chance meeting with an abolitionist from Canada changes Solomon's life forever.","It's far from comfortable viewing, but 12 Years a Slave's unflinchingly brutal look at American slavery is also brilliant -- and quite possibly essential -- cinema.",R,Drama,Steve McQueen (III),John Ridley,"Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch, Paul Giamatti, Brad Pitt, Sarah Paulson, Paul Dano, Lupita Nyong'o, Alfre Woodard, Michael Kenneth Williams, Scoot McNairy, Garret Dillahunt, Dwight Henry, Dickie Gravois, Bryan Batt, Ashley Dyke, Kelsey Scott, Quvenzhane Wallis, Tony Bentley, Taran Killam, Christopher Berry, Bill Camp, Mister Mackey Jr., Chris Chalk, Craig Tate, Adepero Oduye, Storm Reid, Tom Proctor, Marc Macaulay, Vivian Fleming-Alvarez, Douglas M. Griffin, John McConnell, Marcus Lyle Brown, Richard Holden, Robert Steinberg, Anwan Glover, J.C. Victor, Liza J. Bennett, Nicole Collins, J.D. Evermore, Andy Dylan, Deneen D. Tyler, Mustafa Harris, Gregory Bright, Austin Purnell, Thomas Francis Murphy, Andre Shanks, Kelvin Harrison Jr., Scott M. Jefferson, Isaiah Jackson, Topsy Chapman, Devin Maurice Evans, Jay Huguley, Devyn Tyler, Willo Jean-Baptiste, Cameron Zeigler",2013-10-18,2015-08-31,134.0,Fox Searchlight,Certified-Fresh,95.0,365.0,Upright,90.0,140313.0,64,348,17,92.5
m/13_assassins_2011,13 Assassins,"In this remake of a 1963 film based on historical events, Shinzaemon Shimada (Koji Yakusho) leads a team of assassins in 19th-century Japan to eliminate the ruthless Lord Naritsugu Matsudaira (Goro Inagaki), who is wreaking havoc against his own people. Hired secretly by a government official hoping to end Matsudaira's reign of terror, Shimada recruits the best samurai in Japan and then sets a trap for the lord's large contingent of faithful bodyguards.","Takashi Miike's electric remake of Eiichi Kudo's 1963 period action film is a wild spectacle executed with killer, dizzying panache.",R,"Action & Adventure, Art House & International",Takashi Miike,"Shoichiro Ikemiya, Daisuke Tengan, Takashi Miike","Koji Yakusho, Takayuki Yamada, Yusuke Iseya, Goro Inagaki, Masachika Ichimura, Mikijiro Hira, Hiroki Matsukata, Ikki Sawamura, Arata Furuta, Tsuyoshi Ihara, Masataka Kubota, Sousuke Takaoka, Seiji Rokkaku, Kouen Kondo, Yuma Ishigaki, Kazuki Namioka, Kazue Fukiishi, Koshiro Matsumoto, Mitsuki Tanimura, Takumi Saito, Shinnosuke Abe, Seiyo Uchino, Ken Mitsuishi, Ittoku Kishibe",2011-04-29,2017-01-07,126.0,Magnet Releasing,Certified-Fresh,95.0,130.0,Upright,88.0,23975.0,34,124,6,91.5
m/14_hours,14 Hours,"Preparing to jump from the ledge of a skyscraper, Robert Cosick (Richard Basehart), a depressed young man, is spotted by police officer Charlie Dunnigan (Paul Douglas), who attempts to talk him down. Bringing in his dysfunctional parents (Agnes Moorehead, Robert Keith) and girlfriend Virginia (Barbara Bel Geddes) only seems to exacerbate the situation. Meanwhile, the number of onlookers increases as the spectacle unfolds, profoundly affecting some in the crowd.",,NR,"Classics, Drama, Mystery & Suspense",Henry Hathaway,John Paxton,"Richard Basehart, Paul Douglas, Barbara Bel Geddes, Jeffrey Hunter, Debra Paget, Agnes Moorehead, Robert Keith, Howard Da Silva, Martin Gabel, Grace Kelly, Frank Faylen, Jeff Corey, James Millican, Donald Randolph, Don Randolph, Willard Waterman, Ken Harvey, George MacQuarrie, Ann Morrison, Forbes Murray, George Putnam, Ossie Davis, David Burns, Henry Slate, Harvey Lembeck, Lou Polan, Brad Dexter, Shepard Menken, Joyce Van Patten, George Baxter, Bernard Burke, Michael Fitzmaurice, Russell Hicks, Frank Nelson, Jane Darwell, Brian Keith, Silvio Minciotti",1951-03-06,2018-03-11,92.0,20th Century Fox Film Corporation,Fresh,100.0,5.0,Upright,74.0,486.0,1,5,0,87.0
m/16_acres,16 Acres,Interests collide at Ground Zero in the decade following 9/11.,,NR,"Documentary, Special Interest",Richard Hankin,Matt Kapp,"George Pataki, Michael Bloomberg, Larry Silverstein, Daniel Libeskind",2012-11-16,2016-08-10,95.0,First Run Features,Fresh,100.0,8.0,Upright,73.0,220.0,6,8,0,86.5
m/1917_2019,1917,"During World War I, two British soldiers -- Lance Cpl. Schofield and Lance Cpl. Blake -- receive seemingly impossible orders. In a race against time, they must cross over into enemy territory to deliver a message that could potentially save 1,600 of their fellow comrades -- including Blake's own brother.","Hard-hitting, immersive, and an impressive technical achievement, 1917 captures the trench warfare of World War I with raw, startling immediacy.",R,Drama,Sam Mendes,"Sam Mendes, Krysty Wilson-Cairns","George MacKay, Dean-Charles Chapman, Mark Strong (II), Andrew Scott, Richard Madden, Claire Duburcq, Colin Firth, Benedict Cumberbatch, Jamie Parker, Nabhaan Rizwan, Adrian Scarborough, Daniel Mays",2020-01-10,2019-12-25,119.0,Universal Pictures,Certified-Fresh,89.0,444.0,,88.0,30494.0,48,394,51,88.5
m/1985_2018,1985,A man decides to return to his hometown in Texas to tell his estranged conservative parents that he has AIDS.,1985 pays tribute to a generation of lost lives with a powerfully made look at how HIV and the social attitudes surrounding homosexuality affect one man's choices.,NR,Drama,Yen Tan,"Yen Tan, Leslie ""Hutch"" Hutchinson","Jamie Chung, Michael Chiklis, Virginia Madsen, Cory Michael Smith, Ryan Piers Williams",2018-10-26,2018-12-04,85.0,Wolfe Releasing,Certified-Fresh,96.0,49.0,Upright,80.0,273.0,12,47,2,88.0
m/20000_days_on_earth,"20,000 Days on Earth",A therapist's questions and a visit to a voluminous archive propel a dramatization of a day in the life of musician and cultural icon Nick Cave.,"Revealing yet respectful, 20,000 Days on Earth is essential viewing for any Nick Cave fan.",NR,"Documentary, Musical & Performing Arts, Special Interest","Iain Forsyth, Jane Pollard","Iain Forsyth, Jane Pollard, Nick Cave","Nick Cave, Warren Ellis, Kylie Minogue, Ray Winstone, Darian Leader, Blixa Barjeld, Blixa Bargeld, Janine Barrand, Thomas Wydler, Martyn Casey, Conway Savage, Jim Sclavunos, Barry Adamson, George Vjestica",2014-09-17,2016-08-10,97.0,Drafthouse Films,Certified-Fresh,95.0,87.0,Upright,78.0,4563.0,32,83,4,86.5
m/2001_a_space_odyssey,2001: A Space Odyssey,"An imposing black structure provides a connection between the past and the future in this enigmatic adaptation of a short story by revered sci-fi author Arthur C. Clarke. When Dr. Dave Bowman (Keir Dullea) and other astronauts are sent on a mysterious mission, their ship's computer system, HAL, begins to display increasingly strange behavior, leading up to a tense showdown between man and machine that results in a mind-bending trek through space and time.","One of the most influential of all sci-fi films -- and one of the most controversial -- Stanley Kubrick's 2001 is a delicate, poetic meditation on the ingenuity -- and folly -- of mankind.",G,"Classics, Science Fiction & Fantasy",Stanley Kubrick,"Stanley Kubrick, Arthur C. Clarke","Keir Dullea, Gary Lockwood, William Sylvester, Daniel Richter, Leonard Rossiter, Robert Beatty, Margaret Tyzack, Sean Sullivan, Douglas Rain, Richard Wood, Brian Hawley, Bob Wilyman, Danny Grover, Andy Wallace, David Fleetwood, Joe Refalo, Terry Duggan, Darryl Paes, Peter Delmar, Laurence Marchant, Jonathan Daw, Scott MacKee, Simon Davis, John Jordan, David Charkham, Tony Jackson, Jimmy Bell, David Hines, Heather Downham, Ann Gillis, Bill Weston, Ed Bishop, Mike Lovell, Glenn Beck, John Ashley, Vivian Kubrick, Edwina Carroll, Penny Brahms, Alan Gifford",1968-04-03,2014-02-06,139.0,Warner Bros. Pictures,Certified-Fresh,92.0,112.0,Upright,89.0,299093.0,28,103,9,90.5
